traj_idx,frame,x,y
1,12,2.0902,4.8362
1,13,2.0412,4.8365
1,14,2.0191,4.8488
2,24,1.094,5.848
2,25,1.0877,5.8415
2,26,1.0752,5.8307
3,28,1.1317,5.6953
3,29,1.1531,5.7698
4,32,2.2231,9.1744
4,33,2.1053,9.1431
5,35,2.2108,9.1553
5,36,2.2153,9.1872
5,37,2.2167,9.2215
6,51,2.2023,9.12
6,52,2.2239,9.1942
6,53,2.1757,9.1531
7,71,1.8997,4.7703
7,72,1.9945,4.8511
8,94,2.2014,0.89801
8,95,2.2264,1.0354
9,99,2.1335,2.5287
9,100,2.2388,2.5144
10,121,1.9495,4.805
10,122,1.9446,4.8183
11,130,1.6318,3.5128
11,131,1.6813,3.4291
11,132,1.6312,3.4789
11,133,1.7351,3.4555
11,134,1.6211,3.4102
11,135,1.7052,3.4493
12,175,2.0428,4.8691
12,176,1.9813,4.8558
13,178,0.91751,2.0332
13,179,0.87926,2.0646
13,180,0.93161,1.9638
14,184,1.9475,4.7623
14,185,2.0609,4.8263
15,193,2.0121,4.8045
15,194,2.0879,4.9179
15,195,2.0096,4.8016
16,200,1.9438,4.7477
16,201,1.99,4.824
17,202,1.1326,9.1074
17,203,1.1025,9.2622
18,203,2.0449,4.8392
18,204,2.0172,4.8488
19,208,2.1006,4.7657
19,209,2.0397,4.7762
20,211,1.995,4.8053
20,212,1.9682,4.915
21,225,1.5695,6.527
21,226,1.6282,6.4629
21,227,1.6093,6.4515
22,229,1.5678,6.5483
22,230,1.6362,6.502
23,233,1.6972,6.5083
23,234,1.5837,6.6227
24,236,1.5974,6.5529
24,237,1.546,6.5581
24,238,1.5936,6.5083
25,242,1.5896,6.5218
25,243,1.6133,6.4122
26,330,1.457,1.6541
26,331,1.5281,1.5717
26,332,1.4333,1.5376
26,333,1.5306,1.5314
26,334,1.4851,1.5516
26,335,1.4303,1.62
27,337,1.4569,1.5938
27,338,1.4174,1.633
27,339,1.3705,1.6673
27,340,1.3734,1.7524
27,341,1.2503,1.7089
27,342,1.4773,1.6438
27,343,1.4392,1.65
27,344,1.4445,1.6871
27,345,1.3514,1.6778
27,346,1.4118,1.6598
27,347,1.4303,1.6866
27,348,1.3541,1.7549
27,349,1.3702,1.698
27,350,1.3616,1.6807
27,351,1.412,1.6497
27,352,1.2959,1.6504
27,353,1.2871,1.595
27,354,1.2684,1.6015
27,355,1.3703,1.5001
27,356,1.3518,1.6701
27,357,1.464,1.5948
28,359,1.4123,1.543
28,360,1.3848,1.5278
28,361,1.3677,1.5399
28,362,1.4138,1.4958
28,363,1.3968,1.5344
28,364,1.3883,1.5209
28,365,1.4054,1.5225
28,366,1.2986,1.5746
28,367,1.405,1.6141
28,368,1.3483,1.5563
28,369,1.3519,1.6641
28,370,1.2802,1.7284
28,371,1.3832,1.6296
28,372,1.3274,1.6645
28,373,1.3081,1.6844
28,374,1.4129,1.6406
28,375,1.305,1.7047
28,376,1.3151,1.7206
