traj_idx,frame,x,y
1,1,1.6487,1.9728
1,2,1.6336,1.9533
1,3,1.6479,1.9315
1,4,1.6377,1.9351
1,5,1.6489,1.9396
1,6,1.6355,1.9396
1,7,1.6589,1.9788
1,8,1.6795,1.9356
1,9,1.6708,1.9647
1,10,1.676,1.9384
1,11,1.6953,1.941
1,12,1.6304,1.9327
1,13,1.6329,1.94
1,14,1.6704,1.9483
1,15,1.6689,1.9465
1,16,1.642,1.9441
1,17,1.6792,1.942
1,18,1.6572,1.9486
1,19,1.657,1.9627
1,20,1.6535,1.9632
1,21,1.6757,1.9492
1,22,1.6983,1.9857
1,23,1.6863,1.9703
1,24,1.7106,2.0146
1,25,1.6768,1.9713
1,26,1.6812,1.9666
1,27,1.6858,1.9453
1,28,1.6874,1.9596
1,29,1.6684,1.9598
1,30,1.712,1.9641
1,31,1.6744,1.9659
1,32,1.6564,1.9466
1,33,1.6539,1.9655
1,34,1.6886,1.9911
1,35,1.6734,1.9987
1,36,1.6898,2.0119
1,37,1.7027,2.0134
1,38,1.6777,2.0036
1,39,1.6615,1.9996
1,40,1.6908,1.9797
1,41,1.6916,1.9836
1,42,1.6476,1.9751
1,43,1.6857,1.9805
1,44,1.7091,2.0069
1,45,1.6956,1.987
1,46,1.6756,2.0036
1,47,1.6601,1.9875
1,48,1.6876,1.9945
1,49,1.6663,1.9808
1,50,1.659,1.9182
1,51,1.6785,1.8902
1,52,1.666,1.9089
1,53,1.6788,1.9367
1,54,1.6486,1.9261
1,55,1.6337,1.9518
1,56,1.6668,1.9555
1,57,1.6396,1.9527
1,58,1.6491,1.9538
1,59,1.6477,1.9647
1,60,1.627,1.9371
1,61,1.6565,1.9448
1,62,1.6394,1.9424
1,63,1.6291,1.9293
1,64,1.6444,1.9539
1,65,1.649,1.9685
1,66,1.6703,1.941
1,67,1.6351,1.9762
1,68,1.6499,1.902
1,69,1.6612,1.9559
1,70,1.6674,1.9838
1,71,1.6355,1.9349
1,72,1.6197,1.9641
1,73,1.635,1.9707
1,74,1.6139,1.989
1,75,1.615,1.999
1,76,1.6149,2.0119
1,77,1.6184,1.9874
1,78,1.6248,2.0127
1,79,1.6372,1.996
1,80,1.6153,2.011
1,81,1.6461,1.9434
1,82,1.6763,1.9665
1,83,1.6552,1.9698
1,84,1.6636,2.0258
1,85,1.6529,2.0116
1,86,1.6296,2.0029
1,87,1.6597,2.0217
1,88,1.6393,1.9808
1,89,1.6169,1.9943
1,90,1.6419,1.9866
1,91,1.6349,2.0097
1,92,1.6698,2.0085
1,93,1.6384,1.9797
1,94,1.672,1.997
1,95,1.6519,1.9867
1,96,1.6615,1.9773
1,97,1.6611,1.9731
1,98,1.6818,2.0189
1,99,1.6689,2.0019
1,100,1.6767,2.0088
1,101,1.6964,1.9935
1,102,1.7325,1.9521
1,103,1.726,1.9978
1,104,1.6951,1.9666
1,105,1.6901,1.9386
1,106,1.675,1.9756
1,107,1.6443,2.0016
1,108,1.6835,1.9884
1,109,1.6871,1.9844
1,110,1.7407,1.9836
1,111,1.6808,1.979
1,112,1.675,2.0072
1,113,1.6769,2.0265
1,114,1.6429,1.9929
1,115,1.6721,1.9901
1,116,1.6785,1.9907
1,117,1.6888,1.914
2,1,1.9273,12.194
2,2,2.012,12.214
2,3,2.0029,12.171
2,4,1.9622,12.214
2,5,1.9834,12.215
2,6,1.9728,12.189
2,7,1.9301,12.216
2,8,1.9872,12.243
2,9,1.9619,12.248
2,10,1.9636,12.273
2,11,1.9687,12.237
2,12,1.9855,12.23
2,13,1.9101,12.229
2,14,1.9517,12.199
2,15,1.992,12.176
3,1,2.0516,14.542
3,2,2.0348,14.583
3,3,2.025,14.491
3,4,1.98,14.487
3,5,1.9495,14.444
3,6,2.0104,14.489
3,7,1.9962,14.447
3,8,1.9477,14.4
3,9,1.9201,14.431
3,10,1.9615,14.42
3,11,2.0173,14.471
3,12,2.0163,14.485
3,13,1.9799,14.483
3,14,2.0152,14.475
3,15,1.9994,14.542
3,16,1.99,14.49
3,17,1.9959,14.466
3,18,1.9718,14.457
3,19,1.9344,14.44
3,20,2.0133,14.372
3,21,1.9665,14.429
3,22,1.9545,14.469
3,23,1.9707,14.424
3,24,1.9918,14.422
3,25,1.9921,14.449
3,26,1.9619,14.44
3,27,2.0233,14.446
3,28,2.0253,14.456
3,29,1.9764,14.523
3,30,1.9907,14.544
3,31,1.9545,14.505
3,32,1.9853,14.495
3,33,1.9677,14.535
3,34,1.9821,14.565
3,35,1.983,14.5
3,36,1.9516,14.505
3,37,1.9868,14.533
3,38,1.9984,14.51
3,39,1.9981,14.499
3,40,1.9558,14.502
3,41,1.9179,14.541
3,42,1.9558,14.531
3,43,1.9649,14.501
3,44,1.9952,14.505
3,45,1.9855,14.504
3,46,1.9666,14.503
3,47,1.982,14.441
3,48,1.9695,14.462
3,49,1.9881,14.488
3,50,1.9798,14.467
3,51,2.0021,14.45
3,52,2.0065,14.459
3,53,2.0019,14.471
3,54,2.0098,14.525
3,55,2.0035,14.522
3,56,2.0009,14.479
3,57,1.9976,14.5
